0.4,110,9.85,1.91,131.26,1.91,131.66,42.76,33.32,4369.16,29.01,32.31,204.93,32.51,540,12.82,3.95,18.75,132.11,132.12,65.32,616.9,4499.97,67.2,11.99,85.41,12.03,-19.79,37.19,25.8,46.3,72.1,2.2,61.2,19.5,80.7,17.9,1.4,5.0175
0.4,109.98,9.85,1.84,130.46,1.84,130.88,42.81,33.24,4282.27,28.69,31.94,204.94,32.63,539.99,12.77,3.94,18.62,131.3,131.33,65.26,608.81,4497.99,66.97,12,85.94,12.02,-19.79,37.21,33.2,45.1,78.3,0.9,61.2,19.1,80.3,18.3,1.4,5.03
0.4,109.99,9.83,1.87,130.85,1.87,131.25,42.81,33.32,4324.47,28.83,32.13,205,32.67,540,12.75,3.94,18.68,131.69,131.7,65.72,612.81,4499.97,67.06,11.99,85.68,12.03,-19.72,37.19,25,48,73,1.5,64.5,18.2,82.7,16,1.3,5.02
0.4,110,9.91,1.92,131.42,1.92,131.8,42.73,33.23,4372.1,28.93,32.22,205.01,32.6,540,12.7,3.94,18.68,132.26,132.28,65.49,613.4,4500.03,67.08,12,86.13,12.03,-19.82,37.24,30.5,44,74.5,1.6,61.3,20.3,81.6,17.2,1.2,5.0925
0.4,110,9.82,1.88,130.95,1.88,131.26,42.7,33.42,4274.98,29.04,32.38,204.91,32.34,539.99,12.72,3.95,18.64,131.79,131.8,65.14,610.71,4500.03,66.96,12,86.5,12.03,-19.63,37.23,35,42.2,77.2,1.4,65.1,16.7,81.8,17,1.2,5.0875
0.4,109.96,9.82,1.94,131.68,1.94,132.11,42.72,33.34,4255.83,29.03,32.27,204.99,32.52,539.98,12.64,3.94,18.69,132.5,132.51,65.5,611.12,4500.3,67.18,12.01,86.54,12.04,-19.6,37.25,35.7,40.3,76,1.7,64.6,18.3,82.9,15.9,1.4,5.035
0.4,110,9.83,1.96,131.91,1.97,132.33,42.7,33.45,4361.55,29.19,32.47,204.95,32.46,539.99,12.73,3.94,18.79,132.75,132.76,65.41,619.1,4499.95,67.36,12.03,85.41,12.04,-19.71,37.23,28.3,44.8,73.1,1.9,69.4,15.5,84.9,14.1,1,5.005
0.4,109.99,9.83,1.91,131.33,1.91,131.78,42.75,33.35,4288.63,28.96,32.19,204.89,32.44,540,12.59,3.95,18.69,132.15,132.17,65.37,612.48,4499.88,67.02,12.01,85.9,12.04,-19.7,37.26,26,48.1,74.1,1.6,61.7,20.4,82.1,17,0.9,4.985
0.4,110,9.82,1.89,131.1,1.89,131.51,42.75,33.49,4292.08,29,32.29,204.87,32.46,540,12.67,3.95,18.68,131.94,131.94,65.4,614.21,4500.5,67.06,12,85.85,12.03,-19.76,37.18,33.3,43.3,76.6,1.2,63.8,19.1,82.9,16.1,1,4.94
0.4,110,9.87,1.82,130.24,1.82,130.68,42.78,33.36,4277.9,28.68,31.94,204.62,32.5,539.98,12.69,3.95,18.6,131.07,131.08,65.3,610.3,4496.59,66.87,11.96,86.19,12.01,-19.7,37.19,23.3,47.7,71,2.2,60,20.5,80.5,18,1.5,4.9725
0.4,109.99,9.87,1.92,131.4,1.92,131.42,42.65,33.85,4253.72,28.61,32.85,205.68,31.77,540,12.78,3.93,18.78,132.21,132.22,63.89,617.85,4500.11,67.07,12.14,86.56,12.03,-19.48,37.34,29.7,46.5,76.2,1.6,70.6,14.3,84.9,13.8,1.3,5.265
0.4,109.97,9.87,1.9,131.23,1.91,131.57,42.68,33.76,4255.66,28.45,32.59,205.86,31.87,540.01,12.84,3.92,18.73,132.05,132.06,63.85,614.36,4500.34,67.2,12.08,86.53,12.01,-19.57,37.37,29.7,44.8,74.5,1.6,68.7,15.8,84.5,14.1,1.4,5.2625
0.4,109.94,9.87,1.97,132.01,1.98,132.34,42.78,33.67,4339.89,28.71,32.87,205.79,31.93,540.01,12.8,3.92,18.81,132.85,132.88,64.1,617.65,4500,67.34,12.06,85.52,12.03,-19.54,37.31,27.7,46.3,74,1.7,65.8,18,83.8,14.9,1.3,4.985
0.4,109.89,9.89,1.84,130.41,1.84,0,42.79,33.61,4252.15,28.17,32.31,205.83,31.96,540,12.75,3.92,18.7,131.27,131.3,63.75,610.57,4499.27,67.07,12.05,86.19,12.04,-19.42,37.3,23.5,47.8,71.3,2,65.4,17.6,83,15.7,1.3,5.0675
0.4,109.9,9.9,1.81,130.06,1.81,130.47,42.9,33.65,4307.72,28.14,32.29,205.72,31.86,540,12.81,3.92,18.69,130.93,130.95,63.63,610.85,4499.96,66.98,12.07,85.92,12.03,-19.45,37.25,27.8,46,73.8,1.8,65.5,18.3,83.8,14.9,1.3,5.1025
0.4,109.94,9.91,1.83,130.28,1.83,130.69,42.92,33.65,4346.04,28.2,32.37,205.81,31.72,539.99,12.87,3.92,18.68,131.14,131.16,63.37,610.86,4500.08,67,12.09,86.29,12.02,-19.43,37.29,27.7,47.1,74.8,1.5,68.3,16.6,84.9,13.9,1.2,5.1375
0.4,110,9.85,1.87,130.85,1.87,131.02,42.62,33.95,4255.66,28.66,32.97,205.47,32.01,540,12.82,3.93,18.73,131.69,131.7,64.04,616.92,4500.12,66.64,12.07,86.66,12.02,-19.52,37.18,30.1,45.3,75.4,1.5,67.8,16.8,84.6,14.3,1.1,5.2725
0.4,109.91,9.81,1.9,131.14,1.9,131.57,42.71,33.82,4279.62,28.6,32.78,205.6,32.24,540,12.71,3.93,18.75,131.95,131.97,64.12,613.22,4500.12,67.08,12.04,86.62,12.02,-19.31,37.22,25.8,48.1,73.9,1.6,66.2,17.3,83.5,15.1,1.4,5.2225
0.4,109.94,9.86,1.68,128.6,1.68,128.94,42.57,33.88,4288.76,28,32.13,205.54,31.85,540.03,12.78,3.93,18.56,129.39,129.42,64.22,604.52,4500.02,67,12.01,86.67,12,-19.4,37.15,22.2,49,71.2,2.1,61.6,20.2,81.8,16.4,1.8,5.345
0.4,110,9.83,1.76,129.57,1.76,129.87,42.81,33.91,4352.97,28.47,32.61,205.53,32.17,540,12.78,3.93,18.67,130.38,130.39,64.52,613.06,4500.12,67.1,12.01,85.85,12.02,-19.7,37.13,28,44.7,72.7,2,66.1,18.3,84.4,14.3,1.3,5.2175
0.4,109.89,9.9,1.77,129.69,1.78,129.97,42.68,33.36,4307.96,28.16,32.3,205.44,32.54,540,12.74,3.93,18.67,130.49,130.52,64.37,608.76,4500.11,66.92,11.97,86.31,12.01,-19.44,37.12,32.8,41.7,74.5,1.4,61.7,19.9,81.6,16.9,1.5,5.131666667
0.4,110,10.04,1.59,127.4,1.59,127.8,42.84,28.88,4309.35,27.52,31.53,204.71,32.34,539.98,12.76,3.95,18.4,128.26,128.27,64.29,598.48,4500.04,66.37,11.97,86.41,11.99,-19.72,37.05,30.3,44.2,74.5,1.4,66,17.8,83.8,14.9,1.3,5.486666667
0.4,109.86,9.86,1.64,128.08,1.65,128.59,42.71,33.35,4217.79,27.88,32.03,204.76,31.91,540.02,12.8,3.95,18.47,128.91,128.97,64.13,597.99,4500.39,66.25,12.03,86.65,12,-19.08,37.04,24.7,49.2,73.9,1.5,68.1,16.9,85,13.6,1.2,5.521666667
0.4,110,9.86,1.67,128.48,1.68,128.87,42.7,33.5,4294.23,28.07,32.17,204.88,32.36,539.99,12.75,3.95,18.5,129.33,129.34,64.49,604.78,4500.03,66.39,11.99,86.81,12.01,-19.61,37.07,27.6,46.2,73.8,1.2,66.7,17.4,84.1,14.5,1.4,5.395
0.4,110,9.86,1.65,128.08,1.65,128.49,42.79,33.52,4298.11,27.95,32.03,204.83,32.32,539.98,12.76,3.95,18.49,128.97,128.99,64.6,603.88,4500.01,66.58,11.98,85.74,12,-19.74,37.04,25,47.5,72.5,1.6,69.5,16.1,85.6,13.2,1.2,5.443333333
0.4,109.91,9.89,1.71,128.95,1.72,129.33,42.91,33.35,4341.41,28.04,32.07,204.7,32.13,539.98,12.73,3.95,18.57,129.78,129.81,64.38,604.54,4500.13,66.6,12,86.59,12.01,-19.16,37.06,28.1,46.5,74.6,1.5,65.5,17.8,83.3,15.4,1.3,5.228333333
0.4,109.87,9.87,1.77,129.62,1.77,130.08,42.92,32.72,4256.45,28.22,32.3,205.16,32.25,540,12.7,3.94,18.67,130.42,130.45,64.33,609.04,4500.14,66.66,12.01,86.69,12.02,-19.22,0,25.6,46.9,72.5,1.8,65.5,18,83.5,15.2,1.3,5.37
0.4,109.99,9.87,1.74,129.3,1.74,129.74,42.92,33.15,4300.47,28.24,32.32,205.31,32.45,540.01,12.68,3.94,18.61,130.13,130.14,64.61,608.81,4499.96,66.65,11.98,85.87,12.02,-19.7,37.08,28.6,44.2,72.8,1.4,61.3,20,81.3,17.1,1.6,5.285
0.4,110,9.9,1.78,129.75,1.78,130.18,42.88,33.37,4353.02,28.42,32.49,205.4,32.13,540,12.72,3.93,18.65,130.58,130.59,64.47,611.9,4497.98,67.12,12,86.17,12.01,-19.77,37.11,28.3,47.3,75.6,1.2,62.1,19.7,81.8,16.8,1.4,5.218333333
0.4,109.99,9.82,1.83,130.39,1.83,130.71,42.69,33.8,4306.93,28.69,32.85,205.25,32,540.01,12.72,3.94,18.75,131.17,131.18,64.67,616.17,4500,67.03,12.04,86.52,12.03,-19.62,37.1,32.5,42.2,74.7,1.6,68.7,16.1,84.8,14,1.2,5.566666667
0.4,109.99,10,1.74,129.32,1.74,129.49,42.91,28.71,4244.15,28.02,32.09,205.24,32.28,540.01,12.79,3.94,18.63,130.16,130.18,64.64,609.07,4500.26,67.07,12,86.82,12.02,-19.65,37.1,26.4,47,73.4,1.7,65.5,17.8,83.3,15.3,1.4,5.451666667
0.4,109.92,10.08,1.71,128.87,1.71,129.26,42.89,28.05,4322.89,27.68,31.72,204.96,32.36,540,12.75,3.94,18.6,129.7,129.73,64.31,604.95,4499.96,66.98,11.97,85.78,12.01,-19.5,37.01,26.5,45.4,71.9,2,66.6,17.9,84.5,14.2,1.3,5.346666667
0.4,109.87,10.05,1.79,129.86,1.79,130.26,42.88,28.27,4336.98,28.03,32.04,205.09,32.42,539.99,12.8,3.94,18.7,130.65,130.68,64.76,610.33,4500.06,67.01,11.99,86.12,12.02,-19.29,37.05,31.1,44.7,75.8,1.3,64,19.5,83.5,15.2,1.3,5.176666667
0.4,109.87,10,1.74,129.34,1.75,129.76,42.87,28.66,4285.19,27.94,31.96,204.96,32.45,539.98,12.8,3.94,18.68,130.11,130.15,64.62,608.93,4500.04,67.13,12,86.02,12.01,-19.48,37.05,22.4,49.8,72.2,1.7,66,18.5,84.5,14.1,1.4,5.303333333
0.4,109.92,10.06,1.74,129.31,1.74,129.71,42.74,28.58,4339.65,27.81,31.86,205.16,32.22,540,12.82,3.94,18.67,130.07,130.1,64.38,608.62,4498.25,67.19,12.01,86.58,11.99,-19.2,37.08,31.6,43.6,75.2,1.3,66.4,18.1,84.5,14.4,1.1,5.3
0.4,109.98,9.85,1.76,129.6,1.76,129.8,42.56,33.44,4286.09,28.43,32.57,204.96,31.96,540,12.76,3.94,18.68,130.36,130.37,64.4,611.35,4498.82,66.72,12.03,86.84,12.01,-19.52,37.14,33.4,40,73.4,1.8,65.7,17.8,83.5,15.3,1.2,5.368333333
0.4,109.99,9.85,1.75,129.48,1.76,129.67,42.78,33.29,4330.15,28.3,32.39,204.99,32.13,540,12.8,3.94,18.65,130.29,130.31,64.54,610.72,4500.47,67.06,12.03,86.88,12.01,-19.76,37.15,25.3,47.3,72.6,1.7,63.4,18.7,82.1,16.4,1.5,5.316666667
0.4,109.98,9.85,1.75,129.44,1.75,129.84,42.87,33.36,4290.27,28.32,32.36,204.95,32.63,540,12.71,3.94,18.62,130.22,130.23,64.84,608.66,4496.95,67,11.98,86.34,12.02,-19.59,37.11,30.1,43.6,73.7,1.5,62.8,19,81.8,16.7,1.5,5.243333333
0.4,109.99,10.04,1.85,130.67,1.85,131.02,42.94,28.67,4371.09,28.41,32.43,204.92,32.53,540,12.68,3.95,18.71,131.42,131.45,65.07,612.7,4494.26,67.11,11.99,86.73,12.04,-19.7,37.11,27.3,45.7,73,1.6,66.5,17.5,84,14.7,1.3,5.205
