x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,y
0.4,0,109.93,0.63,9.9,0.14,1.51,0.08,126.27,0.18,1.52,0.05,126.76,0.24,42.74,0.15,35.55,2.49,4348.79,2487.96,27.06,1.65,31.42,2.3,203.66,0.18,31.84,0.16,0,0,12.64,0.18,3.98,0,18.33,0.04,127.3,0.36,127.33,0.19,61.36,0.2,591.52,62.83,4500.06,0.81,66.07,0.06,12.03,0.3,84.12,0.36,11.97,0.1,-19,3.92,37.06,0.03,0,0,0,0,0,0,0,0,27,43.95,70.95,1.65
0.4,0,110,0.04,9.93,0.07,1.61,0.05,127.55,0.15,1.61,0.04,128.08,0.17,43.2,0.12,33.8,0.57,4207.56,2472.13,27.27,0.28,31.58,0.68,204.67,0.17,32.52,0.21,539.99,0.4,12.66,0.08,3.95,0,18.59,0.04,128.51,0.16,128.52,0.15,64.76,0.17,608.74,40.18,4500.38,3.87,66.82,0.09,11.98,0.13,86.77,0.42,11.99,0.03,-19.9,2.38,37.16,0.02,0,0,0,0,0,0,0,0,28.25,46.35,74.6,1.35
0.4,0,109.84,1.62,9.87,0.07,1.6,0.05,127.47,0.33,1.61,0.04,127.92,0.28,43.18,0.13,33.59,3.34,4255.82,2472.53,27.11,2.73,31.42,3.13,204.75,0.15,32.59,0.16,539.99,0.37,12.67,0.09,3.95,0,18.6,0.04,128.4,0.62,128.42,0.42,64.84,0.17,604.65,66.71,4500.1,1.1,66.88,0.09,12,0.05,86.36,0.73,11.99,0.03,-19.29,6.29,37.15,0.02,0,0,0,0,0,0,0,0,25.7,47.8,73.5,1.7
0.4,0,109.94,0.65,9.86,0.07,1.64,0.06,127.97,0.26,1.64,0.04,128.43,0.25,43.26,0.1,33.79,2.21,4289.72,2516.7,27.4,1.63,31.72,2.25,204.84,0.18,32.59,0.15,540.03,0.41,12.63,0.08,3.95,0,18.59,0.06,128.86,0.43,128.88,0.28,64.87,0.11,605.67,61,4494.09,63.79,66.96,0.11,11.99,0.17,86.76,0.36,12,0.03,-19.46,3.53,37.17,0.03,0,0,0,0,0,0,0,0,26.2,47.85,74.05,1.55
0.4,0,110,0.04,9.92,0.07,1.66,0.05,128.16,0.21,1.66,0.04,128.62,0.19,43.59,0.08,33.83,0.04,4268.66,2494.02,27.53,0.36,31.82,0.28,205.26,0.16,32.32,0.15,539.99,0.37,12.77,0.06,3.94,0,18.58,0.05,129.11,0.2,129.12,0.22,64.64,0.11,609.15,30.32,4500.2,1.67,66.93,0.09,12.05,0.07,86.9,0.37,12.02,0.03,-19.77,2.18,37.28,0.02,0,0,0,0,0,0,0,0,31.05,42.7,73.75,1.25
0.4,0,109.89,1.18,9.92,0.06,1.63,0.05,127.82,0.33,1.63,0.04,128.35,0.29,43.28,0.14,33.58,2.75,4357.35,2494.31,27.13,2.7,31.48,3.11,205.24,0.16,32.37,0.19,540,0.36,12.82,0.08,3.94,0,18.58,0.05,128.77,0.55,128.78,0.39,64.81,0.13,604.35,63.65,4500.03,0.34,66.86,0.12,12.04,0.06,86.24,0.72,12.01,0.03,-19.3,5.24,37.24,0.02,0,0,0,0,0,0,0,0,31.15,41.9,73.05,1.65
0.4,0,110,0.04,9.87,0.06,1.57,0.05,127.02,0.22,1.57,0.04,127.53,0.23,43.25,0.1,33.81,0.55,4256.46,2493.68,27.2,0.35,31.5,0.67,205.37,0.15,32.55,0.16,540,0.36,12.66,0.08,3.93,0,18.48,0.04,128.02,0.22,128.02,0.25,64.86,0.12,603.06,36.23,4500.31,3.28,66.67,0.06,11.98,0.14,85.85,0.68,12.01,0.03,-19.85,2.26,37.24,0.02,0,0,0,0,0,0,0,0,28.35,47.4,75.75,1.35
0.4,0,109.98,0.22,9.87,0.08,1.6,0.06,127.46,0.28,1.6,0.04,127.94,0.28,43.26,0.09,33.73,1.65,4334.14,2538.07,27.27,1.14,31.54,1.75,205.38,0.16,32.53,0.15,540.01,0.37,12.64,0.08,3.93,0,18.48,0.06,128.41,0.35,128.44,0.29,64.69,0.15,601.27,56.12,4499.97,2.57,66.81,0.09,12.01,0.1,86.52,0.39,12.01,0.03,-19.64,2.98,37.25,0.02,0,0,0,0,0,0,0,0,26.55,46.5,73.05,1.7
0.4,0,109.87,1.37,9.89,0.11,1.6,0.05,127.51,0.4,1.61,0.04,127.99,0.3,43.15,0.13,33.56,3.31,4284.16,2516.3,27.13,2.71,31.37,3.1,204.89,0.16,32.54,0.14,539.99,0.38,12.73,0.11,3.95,0,18.58,0.05,128.42,0.67,128.45,0.43,64.88,0.16,603.89,64.46,4500.25,2.68,66.69,0.15,12,0.18,86.61,0.41,12,0.03,-19.16,5.94,37.08,0.02,0,0,0,0,0,0,0,0,28.85,45.25,74.1,1.15
0.4,0,110,0.05,9.93,0.07,1.58,0.05,127.26,0.21,1.59,0.04,127.78,0.2,43,0.08,33.79,1.1,4337.92,2493.84,27.13,0.69,31.4,1.13,204.85,0.15,32.19,0.17,539.99,0.36,12.7,0.08,3.95,0,18.47,0.04,128.21,0.24,128.23,0.23,64.63,0.13,601.86,44.37,4499.99,0.35,66.79,0.1,12.02,0.09,86.87,0.4,12,0.03,-19.68,2.19,37.14,0.02,0,0,0,0,0,0,0,0,27.5,45.8,73.3,1.35
0.4,0,110,0.05,9.93,0.07,1.61,0.05,127.63,0.22,1.61,0.04,128.15,0.21,43.09,0.07,33.77,1.12,4307.61,2494.14,27.25,0.73,31.53,1.17,205,0.15,32.32,0.16,539.98,0.37,12.77,0.08,3.94,0,18.43,0.05,128.56,0.23,128.57,0.24,64.7,0.1,599.72,43.05,4500.05,0.57,66.8,0.1,12.03,0.11,86.93,0.4,12.02,0.03,-19.48,2.84,37.25,0.02,0,0,0,0,0,0,0,0,25.2,47.4,72.6,1.85
0.4,0,109.86,1.45,9.9,0.07,1.77,0.06,129.62,0.58,1.78,0.06,130.05,0.5,42.85,0.13,33.54,3.34,4235.27,2451.08,27.85,2.79,32.13,3.21,208.14,0.18,32.16,0.29,539.99,0.34,12.87,0.12,3.86,0,18.62,0.04,130.48,0.77,130.51,0.61,65.03,0.11,605.88,65.65,4500.02,0.37,66.8,0.24,12.08,0.12,86.81,0.49,12.04,0.06,-19.32,5.59,37.69,0.03,0,0,0,0,0,0,0,0,30.9,42.95,73.85,1.3
0.4,0,109.98,0.27,9.92,0.08,1.76,0.06,129.54,0.37,1.77,0.05,130.01,0.33,42.9,0.1,33.67,1.67,4327.75,2515.96,27.79,1.25,32.03,1.85,208.44,0.19,32.51,0.17,539.98,0.36,12.81,0.07,3.86,0,18.62,0.03,130.42,0.4,130.43,0.36,65.32,0.11,608.44,57.91,4497.46,26.5,66.97,0.12,12.04,0.15,87.04,0.38,12.03,0.04,-19.49,2.46,37.73,0.03,0,0,0,0,0,0,0,0,30.7,44.9,75.6,1.2
0.4,0,109.98,0.26,9.85,0.09,1.73,0.06,129.31,0.32,1.73,0.05,129.71,0.28,42.63,0.1,33.69,1.68,4265.99,2472.19,27.73,1.2,31.88,1.84,205.21,0.17,32.53,0.16,539.99,0.4,12.75,0.09,3.94,0,18.53,0.04,130.04,0.35,130.06,0.32,65.14,0.08,603.6,58.99,4497.41,27.86,66.91,0.11,12.04,0.09,85.67,0.32,12.02,0.03,-19.64,2.28,37.26,0.02,0,0,0,0,0,0,0,0,31.25,43.25,74.5,1.6
0.4,0,109.87,1.36,9.84,0.07,1.68,0.06,128.6,0.46,1.68,0.04,129.04,0.37,42.47,0.13,33.59,3.33,4288.37,2472.39,27.45,2.75,31.78,3.16,204.92,0.16,32.27,0.23,539.98,0.39,12.79,0.1,3.95,0,18.46,0.06,129.36,0.69,129.41,0.46,64.64,0.14,597.08,65.6,4499.98,0.33,66.59,0.23,12.05,0.13,86.66,0.49,12,0.04,-19.22,5.56,37.17,0.03,0,0,0,0,0,0,0,0,23.75,49.1,72.85,1.7
0.4,0,109.85,1.56,9.91,0.07,1.65,0.06,128.19,0.55,1.65,0.05,128.64,0.45,42.68,0.15,33.46,3.3,4295.06,2515.55,27.16,2.71,31.42,3.11,204.42,0.16,32.33,0.18,540,0.38,12.69,0.08,3.96,0,18.38,0.04,129.01,0.76,129.03,0.59,64.94,0.14,593.01,64.21,4500.18,2.04,66.74,0.13,12,0.12,85.71,0.52,12.02,0.04,-19.18,5.81,37.13,0.02,0,0,0,0,0,0,0,0,25.8,49.1,74.9,1.3
0.4,0,109.98,0.2,9.84,0.13,1.82,0.11,130.45,0.87,1.83,0.09,130.87,0.79,42.67,0.15,33.56,1.86,4335.78,2479.47,28.08,1.51,32.27,2.64,205.24,0.15,32.22,0.23,540.01,0.37,12.95,0.09,3.94,0,18.74,0.06,131.21,0.86,131.23,0.85,65.48,0.14,608.32,79.14,4499.95,1.09,66.97,0.18,12.11,0.15,85.23,0.4,12.11,0.05,-19.83,2.47,37.23,0.02,0,0,0,0,0,0,0,0,26.8,43.3,70.1,2.1
0.4,0,109.85,1.56,9.84,0.11,1.83,0.08,130.37,0.72,1.83,0.07,130.72,0.58,42.68,0.15,33.52,3.3,4375.12,2494.89,27.95,2.78,32.19,3.2,205.27,0.16,32.2,0.15,540.01,0.39,12.84,0.13,3.94,0,18.67,0.06,131.11,0.9,131.14,0.74,65.51,0.14,608.15,67.41,4499.99,0.3,66.8,0.14,12.06,0.12,85.73,0.28,12.04,0.07,-19.25,5.64,37.24,0.03,0,0,0,0,0,0,0,0,31,42.5,73.5,1.7
0.4,0,110,0.04,9.82,0.09,1.83,0.05,130.46,0.37,1.83,0.05,130.74,0.31,42.57,0.08,33.89,0.04,4270.64,2472.52,28.35,0.28,32.68,0.33,204.82,0.15,31.96,0.25,539.99,0.37,12.58,0.07,3.95,0,18.64,0.04,131.23,0.35,131.23,0.37,65.13,0.1,612.46,30.83,4500.01,0.52,66.89,0.22,12.04,0.1,86.45,0.49,12.03,0.03,-19.65,2.49,37.23,0.02,0,0,0,0,0,0,0,0,29.2,44.7,73.9,1.5
0.4,0,109.87,1.38,9.87,0.08,1.96,0.07,131.9,0.57,1.96,0.06,132.34,0.5,42.74,0.14,33.14,3.3,4291.97,2451.08,28.98,2.91,32.21,3.22,205,0.15,32.49,0.2,539.97,0.38,12.63,0.11,3.94,0,18.74,0.04,132.71,0.74,132.72,0.63,65.47,0.13,612.02,66.34,4499.99,0.28,67.13,0.15,12.02,0.13,85.72,0.57,12.04,0.05,-19.16,5.54,37.22,0.02,0,0,0,0,0,0,0,0,31.5,43.3,74.8,1.6
0.4,0,110,0.05,9.89,0.07,2,0.08,132.4,0.56,2.01,0.07,132.81,0.51,42.8,0.09,33.3,1.09,4323.14,2537.14,29.22,0.94,32.51,1.34,205,0.15,32.48,0.2,540,0.37,12.69,0.11,3.94,0,18.8,0.04,133.21,0.55,133.23,0.55,65.53,0.09,619.54,48.39,4500.14,1.82,67.35,0.15,12,0.17,86.07,0.29,12.05,0.06,-19.55,2.42,37.21,0.02,0,0,0,0,0,0,0,0,33,44.2,77.2,1.1
0.4,0,110,0.04,9.83,0.1,1.92,0.07,131.39,0.51,1.92,0.06,131.81,0.48,42.82,0.12,33.41,0.58,4226.71,2472.03,29.07,0.53,32.33,0.86,205.06,0.17,32.33,0.21,540,0.4,12.69,0.08,3.94,0,18.71,0.04,132.25,0.5,132.25,0.51,65.39,0.11,615.17,40.47,4498.03,20.85,67.11,0.16,12.01,0.1,86.61,0.5,12.04,0.04,-19.83,2.32,37.23,0.02,0,0,0,0,0,0,0,0,27.3,46.5,73.8,1.4
0.4,0,109.99,0.12,9.82,0.08,1.91,0.06,131.32,0.38,1.91,0.05,131.63,0.35,42.72,0.09,33.4,1.67,4266.88,2472.37,29.08,1.41,32.45,1.77,204.95,0.15,32.21,0.23,539.99,0.36,12.73,0.11,3.94,0,18.7,0.04,132.14,0.39,132.15,0.38,65.31,0.09,613.33,55.79,4500.07,1.45,66.91,0.27,12.02,0.13,86.46,0.51,12.03,0.07,-19.6,2.36,37.22,0.02,0,0,0,0,0,0,0,0,30.4,45.6,76,1.5
0.4,0,109.98,0.22,9.85,0.1,1.84,0.06,130.46,0.34,1.84,0.05,130.88,0.31,42.81,0.13,33.24,1.65,4282.27,2472.85,28.69,1.25,31.94,1.83,204.94,0.16,32.63,0.2,539.99,0.37,12.77,0.08,3.94,0,18.62,0.04,131.3,0.38,131.33,0.34,65.26,0.15,608.81,58.76,4497.99,21.43,66.97,0.11,12,0.11,85.94,0.32,12.02,0.03,-19.79,2.53,37.21,0.02,0,0,0,0,0,0,0,0,33.2,45.1,78.3,0.9
0.4,0,109.99,0.08,9.83,0.07,1.87,0.06,130.85,0.39,1.87,0.05,131.25,0.36,42.81,0.12,33.32,1.1,4324.47,2473,28.83,0.84,32.13,1.29,205,0.16,32.67,0.19,540,0.38,12.75,0.07,3.94,0,18.68,0.04,131.69,0.39,131.7,0.39,65.72,0.09,612.81,49.97,4499.97,0.42,67.06,0.15,11.99,0.11,85.68,0.56,12.03,0.03,-19.72,2.12,37.19,0.02,0,0,0,0,0,0,0,0,25,48,73,1.5
0.4,0,110,0.05,9.91,0.08,1.92,0.07,131.42,0.48,1.92,0.06,131.8,0.44,42.73,0.11,33.23,1.09,4372.1,2537.69,28.93,0.89,32.22,1.25,205.01,0.17,32.6,0.15,540,0.39,12.7,0.09,3.94,0,18.68,0.06,132.26,0.48,132.28,0.48,65.49,0.19,613.4,46.35,4500.03,0.48,67.08,0.12,12,0.08,86.13,0.37,12.03,0.05,-19.82,2.6,37.24,0.02,0,0,0,0,0,0,0,0,30.5,44,74.5,1.6
